"date","country","country_pt","operator","aircraft","total_survivors","description","year","total_fatalities","id","continent"
"03/28/1941","South Africa","África do Sul","South African Airways","Lockheed 18 Lodestar",10,"Caiu em uma montanha.","1941",10,555,"África"
"06/19/1941","Romania","Romênia","LARES","Douglas DC-3",15,"Caiu durante a decolagem.","1941",15,556,"Europa"
"08/18/1941","Brazil","Brasil","Panair do brasil","Lockheed 18 LodeStar",12,"Caiu em uma cadeia de montanhas durante a rota.","1941",8,560,"América"
"09/01/1941","France","França","Ar francês","Bloch 220",17,"A aeronave caiu no lago Bolomon após falha do motor durante a decolagem.","1941",13,561,"Europa"
"10/03/1941","Puerto Rico","Porto Rico","Pan American World Airways","Sikorsky S-42B (barco voador)",15,"Seguindo a abordagem, a aeronave entrou em contato com a água em uma atitude indevidamente de nariz baixo enquanto se movia lateralmente em relação à água. Quase imediatamente após o primeiro contato com a água, a aeronave desviou violentamente para a direita e quebrou em várias seções principais. A falha do capitão em exercer a cautela e habilidade necessárias para pousar. Um fator contribuinte foi a superfície lisa da água, o que dificultou a percepção de profundidade do capitão, bem como a determinação exata de qualquer movimento lateral da aeronave.","1941",2,563,"América"
"03/03/1942","Australia","Austrália","KNILM","Douglas DC-3",12,"Abatido por um avião militar japonês.","1942",8,578,"Oceânia"
"03/14/1942","China","China","China National Aviation Corporation","Douglas DC-2-221",17,"Caiu a 2 km do Kunming Airdome logo após a decolagem. As possíveis causas incluem falha do motor, sobrecarga, sabotagem e cegueira temporária por uma luz forte.","1942",13,580,"Ásia"
"09/27/1942","Algeria","Argélia","Ar francês","Dewoitine D-342",25,"Caiu durante a decolagem.","1942",25,592,"África"
"10/01/1942","Puerto Rico","Porto Rico","Militar - Forças Aéreas do Exército dos EUA","Douglas C-39-DO (DC-2)",22,"A aeronave fez uma ampla curva descendente com os motores funcionando irregularmente e colidiu com uma colina.","1942",22,594,"América"
"01/22/1943","Peru","Peru","Pan American Grace Companhias Aéreas","Douglas DC-3A",15,"A aeronave colidiu com o Monte. Chaparra na Cordilheira dos Andes durante a viagem. Ação do piloto em dar continuidade ao vôo por instrumentos em tempo nublado, contrário ao procedimento de vôo da companhia de que, segundo as evidências, o piloto tinha conhecimento.","1943",14,605,"América"
"02/22/1943","Portugal","Portugal","Pan American World Airways","Boeing B-314 (barco voador)",39,"Caiu no rio Targus com mau tempo enquanto tentava pousar. Contato inadvertido da ponta da asa esquerda da aeronave com a água ao fazer uma curva descendente preparatória para o pouso. A aeronave foi batizada de Yankee Clipper. O romancista Ben Robertson e a cantora, a atriz Tamara Drasin, 34, estão entre os mortos. A atriz Jane Froman está gravemente ferida.","1943",25,608,"Europa"
"03/11/1943","China","China","China National Aviation Corporation","Douglas C-53",3,"O avião de carga foi pego em uma corrente descendente em uma passagem de montanha no caminho e caiu.","1943",3,609,"Ásia"
"03/13/1943","China","China","China National Aviation Corporation","Douglas C-53",3,"Desapareceu no Himalaia.","1943",3,610,"Ásia"
"08/01/1943","Romania","Romênia","Militar - Forças Aéreas do Exército dos EUA","B-24 consolidado",10,"Caiu em uma prisão feminina após ser atingida por fogo antiaéreo durante um bombardeio.","1943",0,621,"Europa"
"08/07/1943","Australia","Austrália","Militar - Força Aérea dos EUA","Douglas C-47-DL",27,"Caiu no oceano.","1943",27,622,"Oceânia"
"08/11/1943","China","China","China National Aviation Corporation","Douglas C-53",3,"O avião de carga foi abatido por caças japoneses.","1943",3,623,"Ásia"
"08/27/1943","Brazil","Brasil","VASP","Junkers JU-52 / 3m",21,"Atingiu um prédio da Academia Naval enquanto tentava decolar. O avião então se partiu em dois e caiu no porto. O avião foi batizado de 'Cidade do Rio de Janeiro'.","1943",18,624,"América"
"09/22/1943","India","Índia","Militar - Forças Aéreas do Exército dos EUA","Douglas C-53",20,"Descartado em árvores logo após a decolagem.","1943",20,627,"Ásia"
"10/22/1943","Sweden","Suécia","Aerotransporte AB","Douglas DC-3",15,"Abatido por um Ju88, aeronave militar alemã.","1943",13,630,"Europa"
"11/19/1943","China","China","China National Aviation Corporation","Douglas C-53",3,"O avião de carga caiu perto da pista em más condições climáticas.","1943",2,633,"Ásia"
"11/19/1943","China","China","China National Aviation Corporation","Douglas C-47",3,"Um erro de navegação fez com que o avião de carga batesse em uma montanha.","1943",3,634,"Ásia"
"12/18/1943","China","China","China National Aviation Corporation","Douglas C-47",3,"O avião de carga atingiu uma montanha enquanto tentava dar uma volta.","1943",3,636,"Ásia"
"02/20/1944","China","China","China National Aviation Corporation","Douglas C-47",2,"O avião de carga voou para uma montanha","1944",2,641,"Ásia"
"02/21/1944","Greece","Grécia","Deutsche Lufthansa","Junkers JU-52 / 3m",16,"O avião desaparecido e nunca encontrado.","1944",16,642,"Europa"
"04/21/1944","Norway","Noruega","Deutsche Lufthansa","Douglas DC-3",20,"Erro do piloto.","1944",9,646,"Europa"
"04/25/1944","Canada","Canadá","Militar - Força Aérea Real","Libertador consolidado",16,"Bateu em uma fileira de casas logo após decolar do Aeroporto Dorval.","1944",16,647,"América"
"05/26/1944","China","China","China National Aviation Corporation","Douglas C-47",12,"Durante o trajeto, a tripulação se perdeu e colidiu com uma montanha de 22.000 pés no Tibete. O mau tempo impediu o piloto de obter uma orientação sobre qualquer estação de rádio.","1944",12,648,"Ásia"
"05/27/1944","India","Índia","China National Aviation Corporation","Douglas DC-3",14,"Caiu no mar em más condições meteorológicas.","1944",14,649,"Ásia"
"06/06/1944","France","França","Militar - Forças Aéreas do Exército dos EUA","Douglas C-47A-DL",22,"Abatido por fogo antiaéreo durante a invasão da Normandia.","1944",22,650,"Europa"
"06/06/1944","France","França","Militar - Forças Aéreas do Exército dos EUA","Douglas C-47A",22,"Abatido por fogo antiaéreo durante a invasão da Normandia.","1944",22,651,"Europa"
"06/06/1944","France","França","Militar - Forças Aéreas do Exército dos EUA","Douglas C-47A",22,"Abatido por fogo antiaéreo durante a invasão da Normandia.","1944",22,652,"Europa"
"06/08/1944","China","China","China National Aviation Corporation","Douglas C-47",6,"O avião discintegrou no meio do auxílio. O jack pad foi removido da raiz da asa direita. Isso deixou 4 grandes buracos diretamente sob os tanques de combustível e diretamente na linha do escapamento. Quando os aceleradores foram cortados para descer, a chama só foi até os buracos. Lá as chamas subiram ao redor do tanque de combustível, acendendo a fumaça e explodindo a asa.","1944",6,653,"Ásia"
"06/18/1944","China","China","China National Aviation Corporation","Douglas C-47",4,"Desviado para Kweilin após o Chunking estar abaixo do mínimo. Depois de segurar Kweilin por 3 horas, a aeronave ficou sem gás, atingiu a montanha e foi demolida.","1944",2,654,"Ásia"
"06/20/1944","Brazil","Brasil","Varig","Lockheed 10C Electra",10,"Caiu em um rio.","1944",10,655,"América"
"08/08/1944","Cuba","Cuba","Pan American World Airways","Sikorsky S-42 (barco voador)",31,"Caiu durante a terceira tentativa de se levantar da água e afundou no oceano. Perda de controle devido à inexperiência do capitão em lidar com o tipo específico de aeronave. A aeronave foi batizada de 'Hong Kong Clipper'.","1944",17,660,"América"
"08/30/1944","Brazil","Brasil","Panair do brasil","Lockheed 18 Lodestar",16,"Caiu no nevoeiro.","1944",16,664,"América"
"09/27/1944","France","França","Deutsche Lufthansa","Focke-Wulf FW 200",9,"Desaparecido em um vôo da França para a Espanha. Abatido por um caça noturno americano Bristol Beau.","1944",9,669,"Europa"
"10/07/1944","India","Índia","China National Aviation Corporation","Douglas C-47",3,"Ambas as asas do avião de carga se separaram da fuselagem depois que a aeronave penetrou em uma tempestade.","1944",3,671,"Ásia"
"10/11/1944","Australia","Austrália","Qantas","Short S-23 (barco voador)",30,"Na aproximação final com um motor desligado, estolou 10 pés acima da água e o casco se rompeu com o impacto.","1944",1,673,"Oceânia"
"10/16/1944","Norway","Noruega","Deutsche Lufthansa","Junkers JU-52 / 3m",15,"Caiu em uma montanha em más condições climáticas.","1944",15,674,"Europa"
"10/17/1944","Hungary","Hungria","Deutsche Lufthansa","Junkers JU-52 / 3m",9,"Abatido por combatentes Mosquito britânicos.","1944",1,675,"Europa"
"11/29/1944","Sweden","Suécia","Deutsche Lufthansa","Focke-Wulf FW 200",10,"Abatido por um barco-patrulha alemão.","1944",10,682,"Europa"
"11/30/1944","China","China","China National Aviation Corporation","Douglas C-47",3,"O avião de carga voou para a montanha Digboi depois de perder os dois motores.","1944",3,683,"Ásia"
"01/06/1945","India","Índia","China National Aviation Corporation","Douglas C-47",4,"O avião de carga caiu com ventos fortes","1945",4,687,"Ásia"
"01/14/1945","China","China","China National Aviation Corporation","Douglas C-47",6,"O avião de carga atingiu uma montanha.","1945",4,690,"Ásia"
"02/02/1945","Italy","Itália","Militar - Forças Aéreas do Exército dos EUA","Douglas C-47-DL",26,"Bateu em uma colina depois de encontrar um banco de névoa e não subiu a tempo suficiente para evitar o terreno.","1945",23,694,"Europa"
"04/09/1945","China","China","China National Aviation Corporation","Douglas C-47",3,"O avião de carga atingiu uma montanha no Himalaia em más condições climáticas.","1945",3,701,"Ásia"
"04/19/1945","Australia","Austrália","Militar - Marinha dos EUA","Douglas DC-3",13,"O transporte se chocou contra uma encosta ao decolar em meio a uma forte neblina no aeroporto de Guildford.","1945",13,703,"Oceânia"
"05/09/1945","France","França","Militar - Força Aérea Real","Avro Lancaster",31,"A aeronave girou, caiu em uma área arborizada e pegou fogo.","1945",31,711,"Europa"
"06/15/1945","China","China","China National Aviation Corporation","Douglas C-47",3,"A aeronave colidiu com uma montanha na cordilheira de Carstenz, a uma altitude de 14.200 pés. Os destroços foram descobertos em dezembro de 1970.","1945",3,714,"Ásia"
"07/11/1945","Kenya","Quênia","Militar - Força Aérea Sul-Africana","Douglas C-47",28,"Caiu logo após decolar no Lago Victoria.","1945",28,719,"África"
"08/01/1945","Mexico","México","Lineas Aereas Mineras","Boeing 247D",12,"Caiu em terreno montanhoso.","1945",12,722,"América"
"08/03/1945","Martinique","Martinica","Pan American World Airways","Sikorsky S-43 (barco voador)",14,"A aeronave caiu durante o pouso em Fort de France. O avião afundou e 4 passageiros morreram afogados. A tentativa do piloto de pousar a aeronave em condições de superfície da água não adequadas para o pouso de um barco voador.","1945",4,723,"América"
"08/11/1945","Mexico","México","Mexicana","Douglas DC-2-243",16,"Caiu em más condições meteorológicas.","1945",16,724,"América"
"10/07/1945","France","França","Militar - Força Aérea Real","Stirling IV curto",26,"Perdeu altitude durante uma curva e tentando pousar e caiu e queimou.","1945",26,732,"Europa"
"10/13/1945","Belgium","Bélgica","Militar - Força Aérea Real","Libertador LB-30-A consolidado",31,"A aeronave não conseguiu ganhar velocidade ou altitude e bateu em uma colina no final da pista.","1945",31,733,"Europa"
"10/16/1945","China","China","Militar - Forças Aéreas do Exército dos EUA","Curtiss-Wright C-46F-CU",59,"Atingiu uma torre de transmissão de rádio durante a aproximação para pouso no campo de Nanyman.","1945",59,734,"Ásia"
"10/20/1945","China","China","China National Aviation Corporation","Douglas C-47",31,"Caiu em uma montanha durante o trajeto.","1945",31,736,"Ásia"
"10/23/1945","India","Índia","Militar - Força Aérea Real","Douglas C-47B",14,"Penetrou uma tempestade e se separou.","1945",14,737,"Ásia"
"10/24/1945","Peru","Peru","Faucett","Faucett F-19",5,"Caiu na decolagem.","1945",5,738,"América"
"10/30/1945","China","China","Militar - Forças Aéreas do Exército dos EUA","Curtiss-Wright C-46A-CK",50,"Caiu e queimou na decolagem ao atingir uma colina. Possível falha ou sobrecarga do motor.","1945",45,739,"Ásia"
"11/01/1945","Germany","Alemanha","Militar - Forças Aéreas do Exército dos EUA","Douglas C-47A-DK",30,"A tripulação desceu através do nublado baixo para obter sua posição. Seguiu um rio e bateu na encosta de uma montanha arborizada. Erro do navegador ao não informar o piloto sobre terreno alto.","1945",26,740,"Europa"
"11/03/1945","India","Índia","Militar - Forças Aéreas do Exército dos EUA","Douglas C-54G",44,"Caiu no Himalaia e queimou durante o trajeto.","1945",44,741,"Ásia"
"11/09/1945","Italy","Itália","Militar - Forças Aéreas do Exército dos EUA","Douglas C-47A-DL",24,"O piloto comunicou que estava perdido, pouco antes de atingir o solo ao tentar pousar com pouca visibilidade.","1945",24,743,"Europa"
"11/11/1945","Italy","Itália","Militar - Forças Aéreas do Exército dos EUA","Boeing B-17G",20,"O avião desapareceu depois que o piloto comunicou pelo rádio que estava sentindo uma forte formação de gelo e pediu para ser desviado para Roma. O avião foi encontrado 5 meses depois no Monte. Meta.","1945",20,744,"Europa"
"11/11/1945","Libya","Líbia","Militar - Força Aérea Real","Stirling curto",29,"Queimou e queimou após sofrer um incêndio no motor.","1945",29,745,"África"
"12/03/1945","France","França","Militar - Força Aérea Real","Libertador LB-30A consolidado",28,"Caiu em turbulência severa em tempestades depois de perder a asa direita e se separar.","1945",28,749,"Europa"
"12/18/1945","Norway","Noruega","Militar - Força Aérea Real","Douglas C-47B",17,"Voou para a encosta de uma colina.","1945",15,752,"Europa"
"01/15/1946","France","França","Militar - Força Aérea Real","Douglas C-47 Dakota",25,"Caiu na encosta de uma montanha durante uma tempestade de neve.","1946",23,757,"Europa"
"04/05/1946","Malta","Malta","Militar - Marinha Real Britânica","Bombardeiro Vickers Wellington",4,"O Wellington estava envolvido em exercícios com um lutador Spitfire. O lutador estava usando o Wellington como um alvo fictício e o Wellington deveria fazer uma ação evasiva. Quando o bombardeiro estava entre 4.000 e 5.000 pés de altitude, ele virou para bombordo e começou a mergulhar a 20 graus. Ele continuou perdendo altitude até que colidiu com casas no centro de Rabat. Nenhum sinal de socorro foi transmitido ao piloto de caça ou ao controle de solo. A causa provável do acidente foi vazamento de fluido hidráulico que de alguma forma aqueceu e liberou fumaça na cabine, deixando a tripulação inconsciente.","1946",0,771,"Europa"
"04/30/1946","India","Índia","Militar - Força Aérea Real","Douglas C-47A",12,"Quebrou no ar e caiu.","1946",12,774,"Ásia"
"05/22/1946","Norway","Noruega","DNL","Junkers JU-52 / 3m",13,"Caiu no fiorde de Oslo logo após a decolagem.","1946",13,777,"Europa"
"06/01/1946","Italy","Itália","Militar - Forças Aéreas do Exército dos EUA","Douglas C-54-DO (DC-4)",38,"Um incêndio de origem indeterminada irrompeu na cabine. A tripulação foi incapaz de controlar a fumaça e as chamas, perdeu o controle e a aeronave e caiu. Oito a bordo de pára-quedas em segurança.","1946",30,778,"Europa"
"06/09/1946","Nigeria","Nigéria","Militar - Força Aérea Real","Douglas C-47 Dakota",18,"Voando baixo para evitar mau tempo, a aeronave caiu durante a rota de Kano para Ikeja.","1946",18,779,"África"
"06/09/1946","Panama","Panamá","Militar - Forças Aéreas do Exército dos EUA","Douglas C-54D-DC (DC-4)",23,"Caiu em um cume depois de voar abaixo da altitude prescrita.","1946",23,780,"América"
"06/29/1946","France","França","Ar francês","Junkers Ju-52 / 3m",3,"O avião de carga atingiu linhas de energia e caiu ao tentar decolar.","1946",2,782,"Europa"
"07/13/1946","China","China","Transporte Aéreo Central","Curtiss C-46",49,"A aeronave caiu a 1 milha do avião logo após a decolagem devido a uma falha no motor.","1946",13,785,"Ásia"
